Food_ID,Food Name and Description,Scientific Name,Alternate/Common Name(s),Edible Portion,Energy (kcal),Protein (g),Fat (g),Carbs (g)
C047,"Soybean seed, yellow, dried",Glycine max,"Utaw buto, dilaw, tuyo",100%,456,35.8,19.5,34.2
C048,"Soybean seed, yellow, dried, boiled",Glycine max,"Utaw buto, dilaw, tuyo, nilaga",100%,267,12.4,6.9,38.9
C049,"String/Yard long bean seed, dried",Vigna unguiculata ssp. sesquipedalis,"Sitaw buto, tuyo",100%,371,30.7,2.3,56.8
C050,"Velvet bean seed, dried",Mucuna pruriens,N/A,-,378,28.2,4.7,55.8
C051,"Chickpea, cnd",N/A,"Garbansos, de lata",100%,132,7.4,2.4,20.1
C052,"Coconut chip, toasted, sweetn",N/A,N/A,100%,580,4.2,37.5,56.5
C053,"Coconut, cream curd",N/A,Latik,100%,620,13.2,52.0,24.8
C054,"Green pea, dried, fried & seasoned",N/A,"Gisantes, tuyo, prito, tinimpla",100%,468,19.0,20.3,52.4
C055,"Green pea, in brine, cnd",N/A,"Gisantes, de lata",100%,118,6.9,1.1,20.1
C056,"Green pea-corn-peanut mixture, fried",N/A,N/A,100%,511,19.8,26.5,48.4
C057,"Lima bean, fried & seasoned",N/A,"Patani, prito, may timpla",100%,500,24.4,26.0,42.2
C058,Peanut butter,N/A,N/A,100%,616,25.4,45.4,26.4
C059,"Peanut butter, choc flvr",N/A,N/A,100%,631,17.2,48.2,32.0
C060,Peanut cracker,N/A,N/A,100%,541,23.0,31.2,42.1
C061,"Soybean cheese, salted",N/A,Tahure,100%,117,11.4,6.2,4.0
C062,"Soybean seed, black, fermented",N/A,Tausi,100%,143,12.0,7.2,7.6
C063,"Soybean cheese, soft curd",N/A,Tofu,100%,89,8.1,5.4,2.0
C064,"Soybean cheese, hard curd",N/A,Tokwa,100%,123,12.9,7.0,2.0
C065,Soybean pudding/ Geerlig's cheese,N/A,Taho/Tahu,100%,34,2.9,1.4,2.4
C066,Soybean pudding/Geerlig's cheese w/ syrup & tapioca starch ball,N/A,"Taho/Tahu, may arnibal at sago",100%,62,2.2,0.1,13.1
C067,"Soybean paste, miso",N/A,Miso,100%,144,13.0,3.5,15.2
C068,"Soybean seed, yellow, cnd, drnd",N/A,"Utaw, dilaw, de lata",75%,138,11.8,5.9,9.4
C069,"Watermelon seed, dried, salted",N/A,Butong pakwan,35%,562,40.2,43.2,3.1
D001,American black nightshade lvs,Solanum americanum,Amti dahon,41%,56,4.9,0.6,7.9
D002,Apat-apat fern lvs,Marsilea crenata,Four leaves clover/Kaya-kayapuan,-,131,7.6,0.4,24.2
D003,Aragan lvs,Najas graminea,Ricefield waternymph,-,29,1.2,0.3,5.4
D004,Asystasia lvs & stems,Asystasia gangetica,Asistasia/Philippine violet,55%,61,3.6,0.9,9.6
D005,Aurora lvs & stems,Ipomoea triloba,Three-lobed morning glory,-,108,2.8,1.9,19.9
D006,Bago lvs,Gnetum gnemon,Spanish joint-fir lvs,75%,91,6.6,1.5,12.8
D007,"Bago lvs, boiled",Gnetum gnemon,"Spanish joint-fir lvs, boiled",100%,42,3.0,0.4,6.5
D008,"Bago bagin fruit, boiled",Gnetum gnemon,"Spanish joint-fir, fruit, boiled",31%,159,5.8,0.4,33.1
D010,Bamboo shoot,Bambusa blumeana,Labong,22%,28,1.9,0.4,4.1
D011,"Bamboo shoot, boiled",Bambusa blumeana,"Labong, nilaga",100%,26,1.2,0.3,4.5
D012,Banana stem,Musa x balbisiana,Ubod ng saging/Banana pith,100%,16,0.8,0.1,3.0
D013,"Banana heart, butuan",Musa x balbisiana,"Puso, saging, butuan",52%,39,1.6,0.4,7.2
D014,"Banana heart, butuan, boiled",Musa x balbisiana,"Puso, saging, butuan, nilaga",100%,18,0.9,0.2,3.2
D015,Bayuno fruit,Mangifera caesia,Binjai,59%,74,3.0,0.7,13.9
D016,Beet,Beta vulgaris,Remolacha,82%,41,1.7,0.2,8.0
D017,"Beet, boiled",Beta vulgaris,"Remolacha, nilaga",100%,45,1.9,0.1,9.1
D018,Bitter melon/gourd fruit,Momordica charantia,Ampalaya bunga,78%,23,1.0,0.2,4.2
D019,"Bitter melon/gourd fruit, boiled",Momordica charantia,"Ampalaya bunga, nilaga",100%,19,0.4,0.2,3.8
D020,Bitter melon/gourd lvs,Momordica charantia,Ampalaya dahon,42%,34,4.2,0.6,3.0
D021,"Bitter melon/gourd lvs, boiled",Momordica charantia,"Ampalaya dahon, nilaga",100%,50,2.2,0.6,9.0
D023,Blue pea pod,Clitoria ternatea,Pukinggan bunga/Asian pigeonwings pod,94%,68,3.8,0.4,12.2
D024,Borreria lvs & stems,Spermacoce laevis,Siksik parang dahon at tangkay/Slender false buttonweed,-,68,1.7,0.2,14.8
D025,Bottle gourd fruit,Lagenaria siceraria,Upo bunga,90%,20,0.4,0.1,4.3
D026,"Bottle gourd fruit, boiled",Lagenaria siceraria,"Upo bunga, nilaga",100%,16,0.2,0.0,3.8
D027,Bottle gourd lvs,Lagenaria siceraria,Upo dahon,59%,43,3.3,0.6,6.2
D028,"Bottle gourd lvs, boiled",Lagenaria siceraria,"Upo dahon, nilaga",100%,22,1.7,0.3,3.2
D029,Breadfruit fruit,Artocarpus altilis,Rimas bunga,71%,65,2.4,0.5,12.8
D030,Breadnut fruit,Artocarpus camansi,Kamansi bunga,46%,55,2.5,1.1,8.7
D031,Breadnut seed,Artocarpus camansi,Kamansi buto,36%,72,3.4,1.2,11.9
D032,Bulak-bulakan pod,Thespesia lampas,N/A,98%,68,1.6,0.9,13.4
D033,Busi-busi lvs,Synedrella nodiflora,N/A,-,54,3.1,2.0,6.0
D035,"Cabbage, green",Brassica oleracea var. capitata,"Repolyo, berde",63%,31,1.6,0.1,5.9
D036,"Cabbage, green, boiled",Brassica oleracea var. capitata,"Repolyo, berde, nilaga",100%,23,0.6,0.1,5.0
D037,"Cabbage, red",Brassica oleracea var. capitata,"Repolyo, pula",86%,32,1.6,0.2,6.0
D038,"Cabbage, red, boiled",Brassica oleracea var. capitata,"Repolyo, pula, nilaga",100%,28,0.9,0.2,5.6
D039,Carrot,Daucus carota,Karot,79%,42,1.1,0.3,8.6
D040,"Carrot, boiled",Daucus carota,"Karot, nilaga",100%,42,1.1,0.4,8.6
D041,"Cashew, young lvs",Anacardium occidentale,Kasuy talbos,48%,113,4.9,0.6,22.0
D042,"Cashew, young lvs, boiled",Anacardium occidentale,"Kasuy talbos, nilaga",100%,57,2.4,0.4,10.9
D043,Cassava lvs,Manihot esculenta,Kamoteng kahoy/Balinghoy dahon,34%,83,7.1,1.4,10.5
D044,"Cassava lvs, boiled",Manihot esculenta,"Kamoteng kahoy/Balinghoy dahon, nilaga",100%,43,3.4,0.7,5.7
D045,Cauliflower,Brassica oleracea var. botrytis,N/A,64%,32,2.1,0.3,5.2
D046,"Cauliflower, boiled",Brassica oleracea var. botrytis,N/A,100%,27,1.5,0.2,4.8
D047,Celery lvs & petioles,Apium graveolens,Baguio celery dahon at tangkay,53%,25,1.2,0.0,5.1
D048,"Celery, Chinese, lvs & petioles",Apium graveolens var. secalinum,Kinchay dahon at tangkay/Leaf celery,76%,37,2.4,0.6,5.4
D049,"Celery, Chinese, lvs & petioles, boiled",Apium graveolens var. secalinum,"Kinchay dahon at tangkay, nilaga/Leaf celery, boiled",100%,27,1.4,0.1,5.0
D050,Chayote fruit,Sechium edule,Sayote bunga/Vegetable pear fruit,79%,23,0.5,0.1,5.1
D051,"Chayote fruit, boiled",Sechium edule,"Sayote bunga, nilaga/Vegetable pear fruit, boiled",100%,16,0.3,0.1,3.5
D052,Chayote lvs,Sechium edule,Sayote dahon/Vegetable pear lvs,35%,44,4.6,0.3,5.7
D053,"Chayote lvs, boiled",Sechium edule,"Sayote dahon, nilaga/Vegetable pear lvs, boiled",100%,21,2.5,0.2,2.3
D054,Chinese cabbage,Brassica pekinensis,Pechay Baguio/Napa cabbage,94%,21,1.7,0.3,2.9
D055,"Chinese cabbage, boiled",Brassica pekinensis,"Pechay Baguio, nilaga/Napa cabbage, boiled",100%,15,1.0,0.1,2.4
D056,Coconut cotyledon,Cocos nucifera,Niyog tumbong,99%,67,1.7,1.8,11.1
D057,"Coconut, heart of palm",Cocos nucifera,Niyog ubod,34%,47,4.3,0.8,5.7
D059,Fragrant manjack lvs,Cordia dichotoma,Anonang dahon,-,61,4.6,0.3,9.9
D060,Coriander lvs,Coriandrum sativum,Cilantro/Wansoy dahon,84%,37,3.0,0.6,4.8
D061,Cowpea lvs,Vigna unguiculata,Paayap dahon,64%,49,4.9,1.4,4.3
D062,"Cowpea lvs, boiled",Vigna unguiculata,"Paayap dahon, nilaga",100%,30,1.9,0.4,4.6
D063,Cowpea pod,Vigna unguiculata,Paayap bunga,87%,51,3.4,0.4,8.5
D064,"Cowpea pod, boiled",Vigna unguiculata,"Paayap bunga, nilaga",100%,52,2.8,0.4,9.4
D065,"Cowpea seed, fresh",Vigna unguiculata,"Paayap buto, sariwa",28%,86,5.1,0.1,16.1
D066,Crown daisy lvs,Chrysanthemum coronarium,Tangó dahon/Garland chrysanthemum lvs,77%,23,2.3,0.4,2.6
D067,"Kutcharitas lvs, green",Alternanthera bettzickiana,"Calico plant lvs, green",74%,54,2.6,0.8,9.2
D068,"Kutcharitas lvs, red",Alternanthera bettzickiana,"Calico plant lvs, red",100%,84,2.3,0.6,17.4
D069,Cucumber,Cucumis sativus,Pipino,88%,16,0.5,0.1,3.2
D070,East Indian lotus fruit,Nelumbo nucifera,Baino bunga,49%,80,4.1,1.1,13.5
D071,East Indian lotus lvs,Nelumbo nucifera,Baino dahon,86%,46,4.7,0.8,5.0
D072,"East Indian lotus lvs, boiled",Nelumbo nucifera,"Baino dahon, nilaga",100%,28,2.9,0.4,3.1
D073,Eggplant,Solanum melongena,Talong/Aubergine,88%,29,1.2,0.2,5.5
D074,"Eggplant, boiled",Solanum melongena,"Talong, nilaga/Aubergine, boiled",100%,25,1.0,0.1,4.9
D075,Endive lvs,Cichorium endivia,Eskarola dahon,71%,29,1.6,0.2,5.3
D077,"Flowering fern, lvs",Helminthostachys zeylanica,Tukod langit dahon/Kamraj lvs,76%,68,3.0,0.6,12.6
D078,Foetid cassia lvs,Senna tora,Katanda dahon,-,88,4.4,1.0,15.3
D079,Fragrant premna lvs,Premna odorata,Alagaw dahon,44%,100,5.4,1.1,17.0
D080,"Fragrant premna lvs, boiled",Premna odorata,"Alagaw dahon, nilaga",82%,53,1.1,0.3,11.4
D081,"Galo fruit, whole",Anacolosa frutescens,N/A,87%,165,3.9,1.8,33.4
D082,"Galo pulp, boiled",Anacolosa frutescens,N/A,100%,80,3.0,0.4,16.2
D083,"Galo seed, boiled",Anacolosa frutescens,N/A,29%,215,5.1,3.7,40.3
D084,Garlic bulb,Allium sativum,Bawang ulo,85%,129,7.0,0.3,24.6
D085,Garlic lvs,Allium sativum,Bawang dahon,87%,50,2.0,0.6,9.2
D086,"Garlic lvs, boiled",Allium sativum,"Bawang dahon, nilaga",100%,45,1.1,0.6,8.8
D087,Garlic lvs & bulb,Allium sativum,Bawang dahon at ulo,67%,79,2.6,0.6,15.8
D088,Glynus lvs,Glinus oppositifolius,Sarsalida/Papait dahon,74%,39,3.7,0.8,4.2
D089,Guava lvs,Psidium guajava,Bayabas dahon,-,131,4.5,2.4,22.9
D090,Himbaba-o flower,Broussonetia luzonica,Alokon bulaklak,100%,68,6.3,1.1,8.1
D091,"Himbaba-o flower, boiled",Broussonetia luzonica,"Alokon bulaklak, nilaga",100%,52,2.9,0.9,8.1
D092,Himbaba-o lvs,Broussonetia luzonica,Alokon dahon,46%,86,5.8,1.4,12.6
D093,"Himbaba-o lvs, boiled",Broussonetia luzonica,"Alokon dahon, nilaga",100%,49,1.6,0.5,9.6
D094,Horseradish tree lvs,Moringa oleifera,Malunggay dahon/Drumstick tree lvs,50%,108,9.7,2.0,12.7
D095,"Horseradish tree lvs, boiled",Moringa oleifera,"Malunggay dahon, nilaga/ Drumstick tree lvs, boiled",100%,63,3.1,0.9,10.6
D096,"Horseradish tree lvs, dwarf",Moringa oleifera,"Malunggay dahon, unano",48%,89,9.0,3.1,6.2
D097,"Horseradish tree lvs, dwarf, boiled",Moringa oleifera,"Malunggay dahon, unano, nilaga",100%,48,3.0,1.0,6.8
D098,"Horseradish tree lvs, Japanese",Moringa oleifera,"Malunggay dahon, Hapon",29%,60,6.2,1.6,5.2
D099,"Horseradish tree lvs, Japanese, boiled",Moringa oleifera,"Malunggay dahon, Hapon, nilaga",100%,42,2.4,1.1,5.5
D100,Horseradish tree pod,Moringa oleifera,Malunggay bunga,49%,93,2.5,0.4,19.9
D101,"Horseradish tree pod, boiled",Moringa oleifera,"Malunggay bunga, nilaga",52%,25,1.1,0.2,4.6
D102,Hyacinth bean pod,Lablab purpureus,Bataw bunga,97%,45,2.5,0.4,7.8
D103,"Hyacinth bean pod, boiled",Lablab purpureus,"Bataw bunga, nilaga",100%,34,1.3,0.1,6.9
D104,"Jackfruit fruit, unripe",Artocarpus heterophyllus,"Langka bunga, hilaw",60%,58,2.0,0.6,11.1
D105,Jackfruit seed,Artocarpus heterophyllus,Langka buto,85%,164,5.5,0.5,34.4
D106,"Jackfruit seed, boiled",Artocarpus heterophyllus,"Langka buto, nilaga",86%,156,4.5,0.3,33.7
D107,Jute lvs,Corchorus olitorius,Saluyot/Pasaw dahon,51%,71,6.1,1.1,9.1
D108,"Jute lvs, boiled",Corchorus olitorius,"Saluyot/Pasaw dahon, nilaga",100%,44,2.9,0.6,6.8
D111,Lagikway lvs,Abelmoschus manihot,Sunset muskmallow lvs,68%,54,4.0,1.2,6.8
D112,"Lagikway lvs, boiled",Abelmoschus manihot,"Sunset muskmallow lvs, boiled",100%,30,1.3,0.4,5.3
D113,Chinese leek lvs,Allium tuberosum,Kutsay dahon/Chinese chives lvs,84%,34,2.4,0.7,4.6
D114,"Chinese leek lvs, boiled",Allium tuberosum,"Kutsay dahon, nilaga/Chinese chives lvs, boiled",100%,19,1.3,0.4,2.6
D115,Lettuce lvs & petioles,Lactuca sativa,Letsugas dahon at tangkay,79%,22,1.3,0.4,3.4
D116,"Lettuce tree, young lvs",Pisonia grandis,Koles maluko talbos,62%,43,3.6,1.0,5.0
D117,"Lettuce tree, young lvs, boiled",Pisonia grandis,"Koles maluko talbos, nilaga",100%,26,0.7,1.2,3.1
D118,Lima bean pod,Phaseolus lunatus,Patani bunga,43%,126,8.3,0.7,21.7
D119,"Lima bean pod, boiled",Phaseolus lunatus,"Patani bunga, nilaga",46%,100,7.0,0.3,17.2
D120,"Limang sugat, young lvs",Pseuderanthemum bicolor,N/A,100%,56,3.4,0.2,10.1
D121,Malabar nightshade lvs,Basella alba,Alugbati dahon/Spinach vine lvs,59%,33,2.4,0.4,5.0
D122,"Malabar nightshade lvs, boiled",Basella alba,"Alugbati dahon, nilaga",100%,21,0.6,0.2,4.3
D123,Malibaddu,Syzygium lineatum,Lubeg,79%,50,1.2,0.2,10.8
D124,"Mango, young lvs",Mangifera indica,Mangga talbos,64%,90,3.0,0.7,17.8
D125,"Mango, young lvs, boiled",Mangifera indica,"Mangga talbos, nilaga",100%,50,1.6,0.4,9.9
D126,Marrow-stem kale lvs and stems,Brassica oleracea var. medullosa,Kales dahon at tangkay,71%,34,3.1,0.5,4.3
D127,Mexican lilac flower,Gliricidia sepium,Kakawati bulaklak,85%,58,2.8,0.7,10.1
D128,"Mexican lilac flowers, boiled",Gliricidia sepium,"Kakawati bulaklak, nilaga",100%,31,1.4,0.2,5.8
D129,Morning glory lvs,Ipomoea alba,Malakamote dahon,-,57,4.0,0.4,9.3
D130,"Mung bean seed, fresh",Vigna radiata var radiata,"Munggo buto, sariwa",40%,119,7.7,0.2,21.6
D131,Mung bean sprout,Vigna radiata var radiata,Toge,91%,64,5.7,0.1,10.0
D132,"Mung bean sprout, boiled",Vigna radiata var radiata,"Toge, nilaga",100%,54,4.8,0.7,7.0
D133,"Mushroom, fresh",Agaricus campestris,"Kabuti, sariwa",94%,48,3.8,0.6,6.9
D134,Mustard lvs,Brassica juncea,Mustasa dahon,89%,24,2.3,0.4,2.7
D135,"Mustard lvs, boiled",Brassica juncea,"Mustasa dahon, nilaga",100%,21,1.3,0.6,2.7
D137,New Zealand spinach lvs,Tetragonia tetragonioides,Ispinaka dahon,54%,33,3.3,0.5,3.7
D138,"New Zealand spinach lvs, boiled",Tetragonia tetragonioides,"Ispinaka dahon, nilaga",100%,28,1.4,0.3,4.9
D139,Okra,Abelmoschus esculentus,Ladyfinger,92%,34,1.8,0.3,5.9
D140,"Okra, boiled",Abelmoschus esculentus,"Ladyfinger, boiled",90%,30,1.0,0.2,6.1
D141,"Onion, Bombay bulb",Allium cepa,"Sibuyas, Bombay ulo",93%,52,1.7,0.3,10.5
D142,"Onion, Bombay bulb, boiled",Allium cepa,"Sibuyas, Bombay ulo, nilaga",100%,47,1.2,0.4,9.7
D143,"Onion, garden shallot bulb",Allium cepa var. aggregatum,"Sibuyas, Tagalog ulo",83%,68,1.7,0.5,14.1
D144,"Onion, garden shallot bulb, boiled",Allium cepa var. aggregatum,"Sibuyas, Tagalog ulo, nilaga",100%,62,1.1,0.5,13.3
D145,"Onion, garden shallot lvs",Allium cepa var. aggregatum,"Sibuyas, Tagalog, dahon",83%,37,1.7,1.0,5.4
D146,"Onion, garden shallot lvs, boiled",Allium cepa var. aggregatum,"Sibuyas, Tagalog, dahon, nilaga",100%,27,1.3,0.6,4.1
D147,"Onion, spring",Allium cepa,"Sibuyas, mura",77%,41,1.8,0.5,7.2
D148,"Onion, spring, boiled",Allium cepa,"Sibuyas, mura, nilaga",100%,36,1.3,0.4,6.9
D149,Pako fern lvs,Diplazium esculentum,Fiddlehead fern lvs/Vegetable fern lvs,30%,31,3.2,0.4,3.7
D150,"Pako fern lvs, boiled",Diplazium esculentum,"Fiddlehead fern lvs, boiled",100%,33,1.9,0.4,5.5
D151,"Palm-like fig, young lvs",Ficus pseudopalma,"Philippine fig, young lvs/Lubi-lubi talbos",42%,50,3.9,0.7,6.9
D152,"Palm-like fig, young lvs, boiled",Ficus pseudopalma,"Philippine fig, young lvs, boiled/Lubi-lubi talbos, nilaga",100%,19,1.2,0.2,3.2
D153,Pansit-pansitan,Peperomia pellucida,Olasiman-bato,68%,15,0.9,0.2,2.5
D154,"Papaya fruit, unripe",Carica papaya,N/A,64%,27,1.0,0.1,5.5
D155,"Papaya, young lvs",Carica papaya,N/A,78%,106,6.1,1.6,16.7
D156,"Papaya, young lvs, boiled",Carica papaya,N/A,100%,67,4.6,1.2,9.5
D157,Papaya petioles,Carica papaya,N/A,82%,27,0.6,0.2,5.8
D158,"Papaya petioles, boiled",Carica papaya,N/A,100%,24,0.7,0.2,4.9
D159,Parsley lvs,Petroselinum crispum,N/A,65%,58,4.0,0.9,8.4
D160,Pechay lvs,Brassica chinensis,Petsay dahon,93%,22,2.1,0.4,2.6
D161,"Pechay lvs, boiled",Brassica chinensis,"Petsay dahon, nilaga",100%,21,1.7,0.5,2.4
D162,Pechay petioles,Brassica chinensis,Petsay tangkay,81%,14,0.6,0.3,2.1
D163,"Pechay petioles, boiled",Brassica chinensis,"Petsay tangkay, nilaga",100%,11,0.4,0.2,1.9
D164,"Pepper, chili fruit",Capsicum frutescens,"Sili, labuyo, bunga",89%,75,4.8,2.2,9.0
D165,"Pepper, chili lvs",Capsicum frutescens,"Sili, labuyo, dahon",42%,60,5.8,1.2,6.4
D166,"Pepper, chili lvs, boiled",Capsicum frutescens,"Sili, labuyo, dahon, nilaga",100%,52,1.8,0.3,10.5
D167,"Pepper, sweet/bell long, green",Capsicum annuum var. annuum,"Sili, sweet/bell, mahaba, berde",95%,44,1.8,0.5,8.1
D168,"Pepper, sweet/bell, long, green, boiled",Capsicum annuum var. annuum,"Sili, sweet/bell, mahaba, berde, nilaga",71%,32,0.9,0.3,6.4
D169,"Pepper, sweet/bell, long, red",Capsicum annuum var. annuum,"Sili, sweet/bell, mahaba, pula",95%,75,2.4,0.9,14.4
D170,"Pepper, sweet/bell, round, green",Capsicum annuum var. annuum,"Sili, sweet/bell, bilog, berde",82%,28,0.9,0.2,5.6
D171,"Pepper, sweet/bell, round, green, boiled",Capsicum annuum var. annuum,"Sili, sweet/bell, bilog, berde, nilaga",74%,17,0.5,0.2,3.2
D172,"Pepper, sweet/bell, round, red",Capsicum annuum var. annuum,"Sili, sweet/bell, bilog, pula",85%,36,0.5,0.3,7.8
D173,Philippine spinach lvs,Talinum triangulare,Talinum dahon/Ceylon spinach lvs,66%,29,2.7,0.5,3.5
D174,"Philippine spinach lvs, boiled",Talinum triangulare,"Talinum dahon, nilaga/Ceylon spinach lvs, boiled",100%,23,0.8,0.2,4.6
D175,Pigeon pea pod,Cajanus cajan,Kadyos bunga,54%,149,8.2,0.7,27.4
D176,"Pigeon pea pod, boiled",Cajanus cajan,"Kadyos bunga, nilaga",100%,84,5.6,0.3,14.7
D177,"Pigeon pea seed, fresh",Cajanus cajan,"Kadyos buto, sariwa",100%,143,8.2,0.7,26.0
D178,Malabar bauhinia lvs,Piliostigma malabaricum,Alibangbang/Alambangbang dahon,83%,60,2.5,1.6,8.9
D179,"Prickly chaff-flower, lvs",Achyranthes aspera,Lupo-lupo/Hangod,72%,59,6.4,1.0,6.2
D180,Purslane lvs,Portulaca oleracea,Olasiman dahon,46%,31,2.3,0.4,4.5
D181,"Purslane lvs, boiled",Portulaca oleracea,"Olasiman dahon, nilaga",100%,26,1.3,0.3,4.6
D182,Racaba lvs,Alternanthera sessilis,Bunga-bunga dahon/Dwarf copperleaf lvs,-,58,3.3,1.0,8.9
D183,Radish,Raphanus sativus,"Labanos/Rabanos, lamang ugat",82%,20,0.6,0.1,4.1
D184,"Radish, boiled",Raphanus sativus,"Labanos/Rabanos, lamang ugat, nilaga",100%,15,0.2,0.1,3.2
D185,"Radish, pod",Raphanus sativus,"Labanos/Rabanos, bunga",87%,33,1.7,0.1,6.2
D186,"Rhubarb, young petioles",Rheum rhabarbarum,Garden rhubarb,73%,27,0.6,0.5,5.1
D187,Roselle lvs,Hibiscus sabdariffa,N/A,56%,63,2.8,0.6,11.6
D188,"Sabitan, lvs",Planchonella obovata,N/A,-,70,6.2,0.7,9.6
D189,"Seaweed, gut weed, dried",Enteromorpha intestinalis,"Bitukang manok, tuyo/Hollow green nori, dried",-,108,1.4,0.4,24.8
D190,Sea purslane lvs,Sesuvium portulacastrum,Dampalit dahon,87%,25,1.8,0.4,3.6
D191,"Sea purslane lvs, boiled",Sesuvium portulacastrum,"Dampalit dahon, nilaga",100%,36,1.0,0.2,7.5
D192,"Seaweed, balbalulang",Hydroclathrus clathratus,Balbalulang/Balbalolang,100%,23,0.4,0.3,4.6
D193,"Seaweed, gamet, dried",Porphyra sp.,"Gamet, tuyo",100%,252,23.7,1.2,36.7
D194,"Seaweed, kawkawayan",Gracilaria verrucosa,Kawkawayan/Gulaman dagat/Ceylon moss seaweed,100%,67,2.2,1.5,11.2
D195,"Seaweed, kulot",Laurencia sp.,Kulot,87%,24,0.6,0.4,4.6
D196,"Seaweed, lato",Caulerpa racemosa,Lato,100%,10,0.1,0.1,2.1
D198,"Seaweed, pokpoklo",Codium intricatum Okamura,Pokpoklo,100%,14,1.2,0.2,1.8
D199,Sesbania flower,Sesbania grandiflora,Katuray bulaklak,55%,31,1.0,0.3,6.1
D200,"Sesbania flower, boiled",Sesbania grandiflora,"Katuray bulaklak, nilaga",100%,28,1.0,0.3,5.4
D201,Sesbania lvs,Sesbania grandiflora,Katuray dahon,49%,76,6.6,1.4,9.2
D202,"Sesbania lvs, boiled",Sesbania grandiflora,"Katuray dahon, nilaga",100%,51,6.0,0.8,4.9
D203,Slender/Spineless amaranth lvs,Amaranthus viridis,Kulitis dahon,71%,59,4.5,1.1,7.8
D204,"Slender/Spineless amaranth lvs, boiled",Amaranthus viridis,"Kulitis dahon, nilaga",100%,34,3.3,0.4,4.4
D205,Snake gourd fruit,Trichosanthes cucumerina var. anguina,Pakupis bunga,86%,18,0.6,0.0,4.0
D206,"Snap bean pod, green",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, berde",96%,36,2.0,0.1,6.8
D207,"Snap bean pod, green, boiled",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, berde, nilaga",100%,27,0.8,0.1,5.6
D208,"Snap bean pod, white",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, puti",94%,31,1.9,0.2,5.3
D209,"Snap bean pod, white, boiled",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, puti, nilaga",100%,14,1.0,0.1,2.3
D210,"Snap bean seed, black & brown, fresh",Phaseolus vulgaris,"Abitsuwelas/Baguio beans buto, kulay kape, sariwa",100%,185,11.3,0.6,33.5
D211,Snow/Sugar pea pod,Pisum sativum var. macrocarpon,Sitsaro,93%,67,3.0,0.4,12.8
D212,"Snow/Sugar pea pod, boiled",Pisum sativum var. macrocarpon,"Sitsaro, nilaga",100%,40,1.5,0.4,7.6
D213,"Soybean seed, fresh",Glycine max,"Utaw buto, sariwa",54%,151,13.1,6.1,10.9
D214,"Soybean seed, fresh, boiled",Glycine max,"Utaw buto, sariwa, nilaga",100%,144,12.4,6.4,9.3
D215,"Spanish plum, young lvs",Spondias purpurea,Siniguelas talbos,81%,66,4.5,1.2,9.3
D216,"Spanish plum, young lvs, boiled",Spondias purpurea,"Siniguelas talbos, nilaga",100%,39,1.9,0.6,6.4
D217,Spiny pigweed/Thorny amaranth lvs,Amaranthus spinosus,Uray dahon,17%,63,5.5,0.9,8.2
D218,"Spiny pigweed/Thorny amaranth lvs, boiled",Amaranthus spinosus,"Uray dahon, nilaga",100%,37,1.6,0.3,6.9
D219,Sponge gourd fruit,Luffa cyclindrica,Patola bunga,84%,21,0.7,0.1,4.3
D220,"Sponge gourd fruit, boiled",Luffa cyclindrica,"Patola bunga, nilaga",100%,16,0.4,0.4,2.7
D221,Sponge gourd lvs,Luffa cyclindrica,Patola dahon,48%,37,4.0,0.6,3.9
D222,"Sponge gourd lvs, boiled",Luffa cyclindrica,"Patola dahon, nilaga",100%,14,1.4,0.1,1.8
D223,Squash flower,Cucurbita maxima,Kalabasa bulaklak,63%,33,1.9,0.5,5.2
D224,"Squash flower, boiled",Cucurbita maxima,"Kalabasa bulaklak, nilaga",100%,19,0.4,0.1,4.1
D225,Squash fruit,Cucurbita maxima,Kalabasa bunga,77%,68,1.2,0.2,15.3
D226,"Squash fruit, boiled",Cucurbita maxima,"Kalabasa bunga, nilaga",100%,47,0.4,0.2,10.8
D227,Squash lvs,Cucurbita maxima,Kalabasa dahon,47%,38,3.4,0.6,4.8
D228,"Squash lvs, boiled",Cucurbita maxima,"Kalabasa dahon, nilaga",100%,27,1.6,0.4,4.2
D229,"Squash, summer fruit",Cucurbita moschata,"Kalabasa bunga, puti",82%,21,0.6,0.2,4.3
D230,String/Yard long bean lvs,Vigna unguiculata ssp. sesquipedalis,Sitaw talbos,54%,44,4.2,0.4,6.0
D231,"String/Yard long bean lvs, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw talbos, nilaga",100%,27,2.1,0.2,4.3
D232,"String/Yard long bean pod, green",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, berde",95%,38,2.7,0.3,6.2
D233,"String/Yard long bean pod, green, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, berde, nilaga",100%,52,4.0,0.5,7.9
D234,"String/Yard long bean pod, red",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, pula",92%,44,2.8,0.2,7.8
D235,"String/Yard long bean pod, red, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, pula, nilaga",100%,35,1.5,0.2,6.7
